NIH Spending Categorization,Project Terms,Project Title,Public Health Relevance,Administering IC,Application ID,Award Notice Date,Opportunity Number,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Program Official Information,Project Start Date,Project End Date,Study Section,Subproject Number,Contact PI Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Congressional District,Department,Primary DUNS,Primary UEI,DUNS Number,UEI,FIPS,Latitude,Longitude,Organization ID (IPF),Organization Name,Organization City,Organization State,Organization Type,Organization Zip,Organization Country,ARRA Indicator,Budget Start Date,Budget End Date,Post Award Action Type,CFDA Code,Funding Mechanism,Fiscal Year,Total Cost,Total Cost(Sub Projects),Funding IC(s),Direct Cost IC,Indirect Cost IC,NIH COVID-19 Response,Total Cost IC
Biotechnology; Cooley's Anemia; Genetics; Hematology; Human Genome; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Human; Stem Cell Research - Nonembryonic - Non-Human,26-Diaminopurine;8-oxoadenine;Affinity;Automobile Driving;Azaguanine;Binding;Biological Assay;CD34 gene;Cell Line;Cells;Chemicals;Complex;DNA;DNA Binding;DNA Repair;Data;Disease;Effectiveness;Engineering;Ficusin;Frequencies;Gene Targeting;Generations;Genes;Genetic Recombination;Genome;Genomics;Globin;Goals;Green Fluorescent Proteins;Hematopoietic stem cells;Human;Intention;Introns;Luciferases;Mammalian Cell;Measures;Mediating;Modification;Molecular;Mus;Mutation;Oligonucleotides;Peptide Nucleic Acids;Physiological;Positioning Attribute;Psoralens;RNA Splicing;Reading;Reagent;Reporter;Reporter Genes;Research Personnel;Series;Sickle Cell Anemia;Site;Stem cells;System;Techniques;Testing;Thalassemia;Thiouracil;Transfection;Transgenes;Transgenic Mice;Work;adduct;analog;beta Globin;crosslink;design;gene correction;human disease;human stem cells;in vivo;pseudoisocytosine;stem cell therapy;tool;triple helix,Targeted Correction of the Human Beta-globin Gene,n/a,NHLBI,7911748,8/13/2010, ,5R01HL082655-04,5,R01,HL,82655,4,,"QASBA, PANKAJ ",9/1/2007,7/31/2012,Special Emphasis Panel[ZRG1-GTIE-A(01)S], ,1871634,"GLAZER, PETER M",Not Applicable,3,RADIATION-DIAGNOSTIC/ONCOLOGY,43207562,FL6GV84CKN57,43207562,FL6GV84CKN57,US,41.310925,-72.926428,9420201,YALE UNIVERSITY,NEW HAVEN,CT,SCHOOLS OF MEDICINE,65208327,UNITED STATES,N,8/1/2010,7/31/2012, ,839,Non-SBIR/STTR,2010,412664, ,NHLBI,249344,163320, ,412664
Biotechnology; Cooley's Anemia; Genetics; Hematology; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Non-Human; Transplantation,Adult;Adverse effects;Alleles;Allogeneic Bone Marrow Transplantation;Anemia;Animal Model;Autologous;Back;Birth;Blood Transfusion;Bone Marrow Transplantation;Cell Therapy;Characteristics;Clinical Treatment;Communities;Cooley&apos;s anemia;Development;Disease;Disease model;Engraftment;Erythroblasts;Erythrocytes;Erythroid;Erythroid Hyperplasia;Erythroid Progenitor Cells;Erythropoiesis;Exhibits;Fetal Hemoglobin;Gene Expression;Genes;Genetic;Globin;Goals;Hematological Disease;Hematopoietic stem cells;Hemoglobin;Hereditary Disease;Homeostasis;Human;In Vitro;Iron;Iron Overload;Knock-in Mouse;Life;Minor;Morbidity - disease rate;Mus;National Heart Lung and Blood Institute;Newborn Infant;Patients;Pluripotent Stem Cells;Procedures;Regulation;Resources;Stem cells;Stress;Switch Genes;Testing;Thalassemia;Transfusion;Transplantation;chelation;conditioning;design;fetal;gene replacement;in utero;induced pluripotent stem cell;iron chelation therapy;mortality;mouse model;mutant;novel;polypeptide;postnatal;pre-clinical;progenitor;public health relevance;standard care;stem;stem cell therapy;therapy design;traditional therapy,Cell Therapies for Cooley's Anemia,Project NarrativeThis project creates novel preclinical animal models of  thalassemia major that survive solely onhuman fetal hemoglobin at birth and are blood transfusion dependent for life upon completion of theirhemoglobin switch after birth. These humanized mice are utilized to test novel stem and progenitorcell therapies designed to cure their anemia. These  thalassemia major disease models are usefulfor the study of the regulation of globin gene expression synthesis and switching; development oftransfusion and iron chelation therapies; studies of iron homeostasis in disease; induction of fetalhemoglobin synthesis; and the testing of novel genetic and cell-based therapies for the correction ofthalassemia.,NHLBI,7903398,6/29/2010,PA-07-070,5R01HL072351-06,5,R01,HL,72351,6,,"THOMAS, JOHN ",7/1/2003,6/30/2014,Erythrocyte and Leukocyte Biology Study Section[ELB], ,1912779,"RYAN, THOMAS M",Not Applicable,7,BIOCHEMISTRY,63690705,YND4PLMC9AN7,63690705,YND4PLMC9AN7,US,33.50591,-86.799772,1288803,UNIVERSITY OF ALABAMA AT BIRMINGHAM,BIRMINGHAM,AL,SCHOOLS OF MEDICINE,352940001,UNITED STATES,N,7/1/2010,6/30/2011, ,839,Non-SBIR/STTR,2010,366250, ,NHLBI,250000,116250, ,366250
Clinical Research; Clinical Trials; Cooley's Anemia; Health Services; Hematology,Affect;Bolus Infusion;Canada;Clinical Research;Cooley&apos;s anemia;Country;Deferoxamine;Effectiveness;Excretory function;Fetal Hemoglobin;Hepatic;Hour;Infection;Infusion Pumps;Infusion procedures;Injection of therapeutic agent;Iron;Iron Chelating Agents;Life;Measures;Methods;Patients;Pharmaceutical Preparations;Relative (related person);Research;Route;Serum;Thalassemia;Treatment Protocols;Use Effectiveness;cohort;compare effectiveness;compliance behavior;cost;design;parenteral administration;research study;subcutaneous;urinary,AUGMENTATION OF FETAL HEMOGLOBIN IN THALASSEMIA,n/a,NHLBI,7900379, , ,5U01HL065233-10,5,U01,HL,65233,10,,, , ,ZHL1,2,1869892,"OLIVIERI, NANCY F",Not Applicable, ,Unavailable,208469486,ENZFJ8Q5KX39,208469486,ENZFJ8Q5KX39,CA,43.70011,-79.4163,3836301,UNIVERSITY HEALTH NETWORK,TORONTO,ON,Unavailable,M5G 2C4,CANADA,N,7/1/2009,6/30/2010, , ,Non-SBIR/STTR,2009, ,92735, ,85866,6869, , 
Clinical Research; Clinical Trials; Cooley's Anemia; Hematology; Orphan Drug,Adult;Aftercare;Canada;Clinical;Clinical Research;Clinical Trials;Cytarabine;DNA Sequence Rearrangement;Deferoxamine;Dose;Erythroid;Fetal Hemoglobin;Genotype;Globin;Goals;Hemoglobin;Marrow;Monitor;Mutation;Oral;Patients;Phase;Recombinant Erythropoietin;Recruitment Activity;Regulatory Element;Research Proposals;Sodium phenylbutyrate;Syringes;Testing;Thalassemia;Therapeutic;Toxic effect;Transfusion;Treatment Protocols;Visit;Work;beta Globin;beta Thalassemia;compliance behavior;computerized;hydroxyurea;pill;prospective;response;subcutaneous,PROSPECTIVE COMPARISON OF TWO REGIMENS OF DEFEROXAMINE,n/a,NHLBI,7900378, , ,5U01HL065233-10,5,U01,HL,65233,10,,, , ,ZHL1,1,1869892,"OLIVIERI, NANCY F",Not Applicable, ,Unavailable,208469486,ENZFJ8Q5KX39,208469486,ENZFJ8Q5KX39,CA,43.70011,-79.4163,3836301,UNIVERSITY HEALTH NETWORK,TORONTO,ON,Unavailable,M5G 2C4,CANADA,N,7/1/2009,6/30/2010, , ,Non-SBIR/STTR,2009, ,92734, ,85865,6869, , 
Clinical Research; Cooley's Anemia; Genetics; Hematology,Adult;Affect;Award;Binding;Biological Assay;Boxing;Cell Therapy;Chromatin;Chromatin Loop;DNA Polymerase II;Development;Embryo;Epigenetic Process;Erythroblasts;Erythroid;Erythroid Cells;Erythropoiesis;Event;Fetal Liver;Fluorescent in Situ Hybridization;Future;Gene Activation;Gene Expression;Gene Expression Regulation;Gene Silencing;Genes;Genetic Transcription;Globin;Goals;Hemoglobin;Hemoglobinopathies;Histone Acetylation;Human;Knowledge;Laboratories;Lead;Locus Control Region;Modeling;Modification;Molecular;Monitor;Mus;Mutation;Nucleosomes;Patients;Pattern;Phase;Play;Positioning Attribute;Probability;Promoter Regions;RNA chemical synthesis;Reporting;Research;Role;Sickle Cell Anemia;Specificity;Staging;Testing;Thalassemia;Tissues;Transact;Transcription Elongation;Transgenic Mice;Transgenic Model;base;design;erythroid differentiation;flexibility;gamma Globin;histone modification;in vivo;mutant;permissiveness;promoter;public health relevance;research study,Molecular Mechanism of Human Gamma-Globin Gene Silencing,n/a,NHLBI,7892355,5/31/2010,PA-07-070,5R01HL073439-07,5,R01,HL,73439,7,,"QASBA, PANKAJ ",6/20/2008,5/31/2012,Erythrocyte and Leukocyte Biology Study Section[ELB], ,6828158,"LI, QILIANG ",Not Applicable,7,INTERNAL MEDICINE/MEDICINE,605799469,HD1WMN6945W6,605799469,HD1WMN6945W6,US,47.660307,-122.315168,9087701,UNIVERSITY OF WASHINGTON,SEATTLE,WA,SCHOOLS OF MEDICINE,981959472,UNITED STATES,N,6/1/2010,5/31/2011, ,839,Non-SBIR/STTR,2010,390000, ,NHLBI,250000,140000, ,390000
Biotechnology; Cooley's Anemia; Genetics; Hematology; Sickle Cell Disease; Stem Cell Research; Stem Cell Research - Embryonic - Non-Human; Stem Cell Research - Nonembryonic - Non-Human,Acute Erythroblastic Leukemia;Adult;Artificial Chromosomes;Binding;Binding Sites;Biological Assay;Cells;Chromosomes Artificial Yeast;Chromosomes Human Pair 3;Complex;Consensus Sequence;DNA;Development;Developmental Biology;Erythrocytes;Erythroid;Erythroid Progenitor Cells;Erythropoiesis;Gene Chips;Gene Expression;Gene Targeting;Generations;Genes;Globin;Goals;Hematology;Hemoglobinopathies;Human;Hybridization Array;Infertility;Knockout Mice;Locus Control Region;Measurement;Molecular;Morbidity - disease rate;Multiprotein Complexes;Mus;Patients;Physiological;Play;Production;Proteins;Regulatory Element;Role;Sickle Cell Anemia;Switch Genes;Testing;Transcription Coactivator;Transgenic Mice;Work;Yeasts;Zinc Fingers;beta Globin;beta Thalassemia;chromatin immunoprecipitation;design;embryonic stem cell;fetal globin;human GATA1 protein;in vivo;mortality;novel;nuclear factor-erythroid 2;overexpression;promoter;transcription factor,Role of zfp148 (ZBP-89) in Erythroid Development,n/a,NHLBI,7885342, , ,5P01HL032262-28,5,P01,HL,32262,28,,, , ,"Heart, Lung, and Blood Program Project Study Section[HLBP]",16,1932837,"CANTOR, ALAN B.",Not Applicable,7,Unavailable,76593722,Z1L9F1MM1RY3,76593722,Z1L9F1MM1RY3,US,42.337481,-71.104964,1504801,BOSTON CHILDREN'S HOSPITAL,BOSTON,MA,Independent Hospitals,21155724,UNITED STATES,N,7/1/2009,6/30/2010, , ,Non-SBIR/STTR,2009, ,210318, ,159154,51164, , 
Biotechnology; Cancer; Cooley's Anemia; Genetics; Hematology; Human Genome,Adolescent;Area;Biochemical;Biological;Cafe-au-lait macules with pulmonary stenosis;Candidate Disease Gene;Cantor;Cell Line;Cells;Childhood;Chromosome Positioning;Clinical;Collaborations;Computer Simulation;Development;Developmental Biology;Disease;Engineering;Erythroid Cells;Erythropoiesis;Evaluation;Event;Fetal Hemoglobin;Generations;Genes;Genetic;Genetic Screening;Genetic Variation;Genomics;Globin;Health;Hemoglobin;Hemoglobinopathies;Human;Human Genetics;Individual;Insertional Mutagenesis;Link;MEL Gene;Malignant Neoplasms;Modification;Molecular;Mus;Mutation;Myeloid Leukemia;Neurofibromatosis 1;Neurofibromatosis Type 1 Protein;PTPN11 gene;Pathway interactions;Patients;Production;Property;Proteins;Reporter;Research;Research Personnel;Role;Severities;Small Interfering RNA;Testing;Thalassemia;Time;Transgenic Mice;Variant;Xp22;Zinc Fingers;base;beta Globin;density;gamma Globin;genome-wide;interdisciplinary approach;novel strategies;novel therapeutic intervention,Genetic Approaches to Hemoglobin Switching,n/a,NHLBI,7885340, , ,5P01HL032262-28,5,P01,HL,32262,28,,, , ,"Heart, Lung, and Blood Program Project Study Section[HLBP]",14,1862884,"ORKIN, STUART H",Not Applicable,7,Unavailable,76593722,Z1L9F1MM1RY3,76593722,Z1L9F1MM1RY3,US,42.337481,-71.104964,1504801,BOSTON CHILDREN'S HOSPITAL,BOSTON,MA,Independent Hospitals,21155724,UNITED STATES,N,7/1/2009,6/30/2010, , ,Non-SBIR/STTR,2009, ,350523, ,265258,85265, , 
Cooley's Anemia; Genetics; Hematology; Sickle Cell Disease,Accounting;Address;Adult;Anemia;Chromosomes Human Pair 2;DNA;Development;Disease;Down-Regulation;Embryo;Erythrocytes;Erythroid;Erythroid Cells;Fetal Hemoglobin;Fetal Liver;Foundations;Gene Expression;Gene Expression Regulation;Gene Silencing;Genes;Globin;Hemoglobin;Human;Mediating;Molecular;Molecular Analysis;Mus;Nuclear;Oxygen;Patients;Population;Process;Protein Isoforms;Proteins;Regulation;Regulatory Element;Repression;Research Personnel;Role;Sickle Cell Anemia;Single Nucleotide Polymorphism;Structure;Syndrome;Thalassemia;Time;Transgenes;Transgenic Organisms;Work;design;fetal;genome wide association study;improved;insight;man;programs;public health relevance,Molecular Analysis of Normal and Thalassemic DNA,"Project narrative (public)Red blood cells are products of what is called the ""erythroid lineage"". Diseases of the erythroid lineage includethe major disorders of hemoglobin (the oxygen carrying protein red blood cells) known as sickle cell anemiaand the thalassemia syndromes. Our work is directed toward understanding how the red blood cell isprogrammed to express different types of hemoglobin at different times of development. Reactivation of a fetalform of hemoglobin (HbF) can ameliorate the consequences of sickle cell anemia and thalassemia. The workproposed in this application addresses directly how HbF is silenced normally in development by a specificprotein known as BCL11A. This protein serves as the critical molecular switch in this process.",NHLBI,7884054,3/10/2010,PA-07-070,2R01HL032259-28A1,2,R01,HL,32259,28,A1,"QASBA, PANKAJ ",4/1/1982,3/31/2014,Erythrocyte and Leukocyte Biology Study Section[ELB], ,1862884,"ORKIN, STUART H",Not Applicable,7,Unavailable,76593722,Z1L9F1MM1RY3,76593722,Z1L9F1MM1RY3,US,42.337481,-71.104964,1504801,BOSTON CHILDREN'S HOSPITAL,BOSTON,MA,Independent Hospitals,21155724,UNITED STATES,N,4/1/2010,3/31/2011, ,839,Non-SBIR/STTR,2010,428750, ,NHLBI,250000,178750, ,428750
Clinical Research; Cooley's Anemia; Hematology,Affect;Age;Alendronate;Anabolic Agents;Anemia;Animal Model;Area;Biology;Biomechanics;Blood;Bone Diseases;Bone Marrow;Cell Culture Techniques;Cell Cycle;Cell Cycle Regulation;Chelating Agents;Chemicals;Childhood;Congenital Anemia;Deferoxamine;Development;Diet;Disease;Disease Management;Electron Microscopy;Electrons;Endocrinologist;Erythropoiesis;Exposure to;Gender;Genetic;Histology;Human;Hypoxia;Image;Iron;Iron Chelation;Iron Overload;Iron-Dextran Complex;Measurement;Mechanics;Medical;Mentorship;Microscopy;Minerals;Modeling;Morphology;Mus;Operative Surgical Procedures;Osteoblasts;Osteogenesis;Parathyroid Hormones;Pathogenesis;Pathologic;Pathology;Patients;Regimen;Research;Role;Special Hospitals;Stromal Cells;Testing;Thalassemia;Tissues;Training Programs;Transfusion;Treatment Protocols;Wild Type Mouse;X-Ray Computed Tomography;biomineralization;bone;bone loss;bone mass;bone metabolism;career;human PTH protein;improved;interest;iron chelation therapy;iron metabolism;medical schools;mouse model;multidisciplinary;novel therapeutic intervention;novel therapeutics;programs;research study;skeletal;tool,Study of bone disease in Thalassemia ,n/a,NHLBI,7882676,6/22/2010,PA-00-003,5K08HL088231-05,5,K08,HL,88231,5,,"WERNER, ELLEN ",9/1/2006,7/30/2012,Arthritis and Musculoskeletal and Skin Diseases Special Grants Study Section[AMS], ,6572569,"VOGIATZI, MARIA G",Not Applicable,12,PEDIATRICS,60217502,YNT8TCJH8FQ8,60217502,YNT8TCJH8FQ8,US,40.7607,-73.9603,1514803,WEILL MEDICAL COLL OF CORNELL UNIV,NEW YORK,NY,SCHOOLS OF MEDICINE,100654805,UNITED STATES,N,7/31/2010,7/30/2012, ,839,Other Research-Related,2010,126090, ,NHLBI,116750,9340, ,126090
Clinical Research; Cooley's Anemia; Hematology; Stem Cell Research; Stem Cell Research - Nonembryonic - Non-Human; Transplantation,Acute;Acute Graft Versus Host Disease;Adoptive Transfer;Alloantigen;Allogeneic Bone Marrow Transplantation;Allogenic;Allografting;Antithymoglobulin;Bone Marrow;Bone Marrow Transplantation;CD4 Positive T Lymphocytes;CD8B1 gene;Cell Transplantation;Cell secretion;Cells;Chimerism;Clinical;Clinical Trials;Colon;Complication;Dose;Engraftment;Exhibits;Gastrointestinal tract structure;Generations;Hematological Disease;Hematopoietic;Histocompatibility;Homologous Transplantation;Human;Immune;Immune response;Immunity;In Vitro;Inbred BALB C Mice;Incidence;Infection;Inflammatory;Injury;Interleukin-10;Interleukin-4;Interleukins;Kidney Transplantation;Knockout Mice;Laboratories;Liver;Lymphatic Irradiation;Maintenance;Malignant Neoplasms;Marrow;Mediating;Methods;Modeling;Mus;Non-Malignant;Organ;Organ Transplantation;Oryctolagus cuniculus;Patients;Peripheral;Peripheral Blood Mononuclear Cell;Phenotype;Play;Population;Principal Investigator;Procedures;Production;Protocols documentation;Regulation;Relative (related person);Role;Serum;Side;Skin;Solid;Sorting - Cell Movement;Spleen;Splenocyte;Stem cells;Syndrome;System;T-Cell Depletion;T-Lymphocyte;TNFRSF11B gene;Thalassemia;Thalassemia intermedia;Toxic effect;Transplant Recipients;Transplantation;Transplantation Conditioning;Treatment Protocols;Whole-Body Irradiation;Work;abstracting;allotransplant;base;beta Thalassemia;conditioning;cytokine;graft failure;graft vs host disease;human disease;immune function;in vivo;insight;intraperitoneal;killer T cell;mouse model;novel;preclinical study;prevent;progenitor;programs;response;stem;thymocyte;treatment strategy,REGULATORY T CELLS MIXED CHIMERISM: A NOVEL TRANSPLANT STRATEGY FOR THALASSEMIAS,n/a,NHLBI,7881001,8/2/2009,PA-06-512,7K08HL088260-03,7,K08,HL,88260,3,,"WERNER, ELLEN ",2/6/2008,11/30/2012,ZHL1-CSR-X(O1), ,2053127,"PILLAI, ASHA BHASKARAN",Not Applicable,9,Unavailable,67717892,JL4JHE9SDRR3,67717892,JL4JHE9SDRR3,US,35.155607,-90.045279,7893501,ST. JUDE CHILDREN'S RESEARCH HOSPITAL,MEMPHIS,TN,Independent Hospitals,381053678,UNITED STATES,N,8/1/2009,11/30/2009, ,839,Other Research-Related,2009,88395, ,NHLBI,81847,6548, ,88395
Biotechnology; Cooley's Anemia; Genetics; Hematology; Sickle Cell Disease,Address;Affinity Chromatography;African American;Binding;Bone Marrow Cells;CREB1 gene;Cells;Chemicals;Chromatin;Codon Nucleotides;Consensus;Cooley&apos;s anemia;Cyclic AMP Response Element;DNA-Binding Proteins;Development;Dimerization;Disease;Erythroid;Fetal Hemoglobin;Functional disorder;Future;Gene Expression;Gene Expression Regulation;Gene Mutation;Genes;Genome;Globin;Goals;Healthcare Systems;Hematological Disease;Hemoglobin;Hemoglobinopathies;Hereditary Disease;Histone Deacetylase Inhibitor;Human;Lead;Life Expectancy;Liquid substance;Mediating;Microarray Analysis;Mission;Molecular;Morbidity - disease rate;National Heart Lung and Blood Institute;Nucleotides;Pharmaceutical Preparations;Point Mutation;Population;Preclinical Drug Evaluation;Production;Protein Binding;Proteins;Regulation;Regulatory Element;Reporter;Research;Role;Sickle Cell Anemia;Sickle Hemoglobin;Signal Transduction;Sodium Butyrate;Symptoms;System;Techniques;Technology;Testing;Transgenic Mice;Trichostatin A;United States;Work;base;disability;erythroid differentiation;fetal;fetal globin;functional genomics;gamma Globin;gene therapy;high throughput screening;human MAPK14 protein;improved;in vitro Model;in vivo;mutant;novel;novel strategies;polymerization;promoter;public health relevance;success;transcription factor,Gamma Globin Induction: Molecular and Cell-Based Strategies,n/a,NHLBI,7879301,5/28/2010,PA-07-070,5R01HL069234-08,5,R01,HL,69234,8,,"QASBA, PANKAJ ",9/30/2001,12/31/2010,Special Emphasis Panel[ZRG1-HEME-C(02)M], ,1876661,"PACE, BETTY SUE",Not Applicable,24,BIOLOGY,800188161,EJCVPNN1WFS5,800188161,EJCVPNN1WFS5,US,32.991725,-96.743697,578409,UNIVERSITY OF TEXAS DALLAS,RICHARDSON,TX,SCHOOLS OF ARTS AND SCIENCES,750803021,UNITED STATES,N,6/1/2010,12/31/2010, ,839,Non-SBIR/STTR,2010,372750, ,NHLBI,285250,87500, ,372750
Biotechnology; Clinical Research; Cooley's Anemia; Gene Therapy; Genetics; Hematology,Acute Erythroblastic Leukemia;Address;Affect;Alleles;Alternative Splicing;Animal Model;Ankyrins;Beta Cell;Bypass;Cells;Clinic;Clinical Trials;Code;Data;Disease;Effectiveness;Elements;Erythroid Cells;Erythroid Progenitor Cells;Fetal Hemoglobin;Gene Mutation;Gene Transfer;Genes;Genetic;Genetic Transcription;Genetic Translation;Genomics;Genotype;Globin;Goals;Hemoglobin concentration result;Hereditary Disease;Human;Individual;Introns;Knockout Mice;Knowledge;Lead;Lentivirus Vector;Life;Locus Control Region;Mediating;Messenger RNA;Modality;Modeling;Modification;Molecular;Mus;Mutate;Mutation;Mutation Spectra;Nonsense Codon;Outcome;Parents;Patients;Phenotype;Polyribosomes;Production;Protein Biosynthesis;Proteins;RNA;RNA Decay;RNA Splicing;Research;Role;Small Nuclear RNA;Subfamily lentivirinae;Testing;Transcript;Transgenic Organisms;Translating;Translations;Viral;alpha Globin;base;beta Globin;beta Thalassemia;cellular transduction;disease phenotype;effective therapy;expression vector;gene therapy;gene transfer vector;improved;lentiviral-mediated;mRNA Decay;mRNA Stability;mutant;novel;promoter;public health relevance;small hairpin RNA;success;therapeutic effectiveness;vector,The influence of genotype on the outcome of gene transfer in beta-thalassemia,Project Narrative It is well established that beta-thalassemia is associated with the human beta-globin gene and that certainmutations in this gene lead to the disease phenotype. There are over 200 known disease-associated mutationsin the beta-globin gene. Through various molecular mechanisms (e.g. premature stop codons) thesemutations affect the protein product yielding the disease phenotype. One potential approach for the treatmentof beta-thalassemia is the introduction of non-mutant mRNAs through gene therapy (lentivirus). Promisingresults in animal models have shown that it is possible to rescue beta-globin knock-out mice using theseapproaches. However when this approach is translated to the clinic only a certain subset of the patientsrespond to the treatment. We hypothesize that it is the presence of long-lived mutant mRNAs thatcompete with the viral mRNA for the translational machinery that reduces the effectiveness of thetherapeutic approach. With this model based on the genotype and analysis of the mRNA stability we aim topredict the potential success of gene therapy given a specific mutation.,NHLBI,7866331,4/5/2010,PA-07-070,1R01HL102449-01,1,R01,HL,102449,1,,"GOLDSMITH, JONATHAN C",4/5/2010,3/31/2015,Erythrocyte and Leukocyte Biology Study Section[ELB], ,7368185,"RIVELLA, STEFANO ",Not Applicable,12,PEDIATRICS,60217502,YNT8TCJH8FQ8,60217502,YNT8TCJH8FQ8,US,40.7607,-73.9603,1514803,WEILL MEDICAL COLL OF CORNELL UNIV,NEW YORK,NY,SCHOOLS OF MEDICINE,100654805,UNITED STATES,N,4/5/2010,3/31/2011, ,839,Non-SBIR/STTR,2010,422500, ,NHLBI,250000,172500, ,422500
Biotechnology; Cooley's Anemia; Genetics; Hematology; Human Genome; Sickle Cell Disease,Address;Adult;Adverse effects;Affect;Anemia;BCL11A gene;Birth;Cardiovascular system;Chromatin;Clinical Trials;Control Locus;Development;Disease;Down-Regulation;Engineering;Erythrocytes;Erythroid;Erythroid Cells;Fetal Hemoglobin;Gene Expression Profile;Genes;Genetic;Genomics;Globin;Goals;Health;Hematological Disease;Hemoglobin;Human;Inborn Genetic Diseases;Individual;Inherited;Knowledge;Lung;Maintenance;Mission;Modification;National Heart Lung and Blood Institute;Neoadjuvant Therapy;Patients;Peptides;Pharmaceutical Preparations;Production;Proteins;Repressor Proteins;Research;Screening procedure;Severities;Sickle Cell Anemia;Single Nucleotide Polymorphism;Specificity;Structure;Testing;Thalassemia;Therapeutic;Therapeutic Agents;Translating;Validation;Work;Zinc Fingers;base;beta Thalassemia;design;fetal;genome wide association study;genome-wide;improved;insight;knock-down;man;novel strategies;novel therapeutics;numb protein;public health relevance;research study;small hairpin RNA;small molecule;therapeutic target;therapy design;tool,Extending GWAS at the BCL11A locus to novel therapeutics for HbF induction,Project Narrative:Inherited disorders of hemoglobin (sickle cell disease and the thalassemias) are anemias that adversely affectthe health of countless individuals worldwide. As maintenance of a form of hemoglobin that is expressed priorto birth called fetal hemoglobin (HbF) in the adult lessens the severity of these conditions reactivation of HbFin adult type red blood cells is an important therapeutic goal. The proposed research focuses on how tointerfere with the major silencer of HbF a recently identified protein BCL11A in an effort to develop newtreatment for inherited anemias.,NHLBI,7853575,9/28/2009,RFA-OD-09-004,1RC2HL101553-01,1,RC2,HL,101553,1,,"QASBA, PANKAJ ",9/30/2009,8/31/2011,Special Emphasis Panel[ZHL1 CSR-R (O5)], ,1862884,"ORKIN, STUART H",Not Applicable,7,Unavailable,76580745,DPMGH9MG1X67,76580745,DPMGH9MG1X67,US,42.337593,-71.108279,1464901,DANA-FARBER CANCER INST,BOSTON,MA,Independent Hospitals,22155450,UNITED STATES,Y,9/30/2009,8/31/2010, ,701,Non-SBIR/STTR,2009,1094197, ,NHLBI,767273,326924, ,1094197
Clinical Research; Cooley's Anemia; Genetics; Hematology; Sickle Cell Disease,Adult;Adverse effects;Antioxidants;Cellular Stress;Clinical;Development;Disease;Erythrocytes;Erythroid Cells;Fetal Hemoglobin;Funding;Gene Expression;Genetic Transcription;Globin;Goals;Hematological Disease;Hemoglobinopathies;Hereditary Disease;Human;Human Genetics;Knowledge;Malignant Neoplasms;Modeling;Molecular;Molecular Target;Pathway interactions;Patients;Pharmaceutical Preparations;Production;Public Health;Publishing;Regulation;Research;Role;Safety;Sickle Cell Anemia;Signal Pathway;Signal Transduction;Stress Response Signaling;Testing;Thalassemia;base;beta Thalassemia;design;erythroid differentiation;fetal;improved;novel;p38 MAPK Signaling Pathway;pre-clinical;response;success;theories,Mechanisms Underlying the Pharmacologic Induction of Fetal Hemoglobin,Relevance to Public Health: The long term goal of this research is to develop safeeffective and widely applicable therapies for sickle cell disease beta-thalassemia andrelated blood diseases.,NHLBI,7851236,7/12/2010,PA-07-070,5R01HL073442-06,5,R01,HL,73442,6,,"QASBA, PANKAJ ",7/1/2009,6/30/2012,Erythrocyte and Leukocyte Biology Study Section[ELB], ,6666257,"LOWREY, CHRISTOPHER H.",Not Applicable,2,INTERNAL MEDICINE/MEDICINE,41027822,EB8ASJBCFER9,41027822,EB8ASJBCFER9,US,43.711386,-72.270611,2021601,DARTMOUTH COLLEGE,HANOVER,NH,SCHOOLS OF MEDICINE,37551421,UNITED STATES,Y,7/1/2010,6/30/2012, ,701,Non-SBIR/STTR,2010,393447, ,NHLBI,249017,144430, ,393447
